Date,Customer,Product,Voucher No.,Customer ID,Product ID,GSTIN/UIN,Quantity,Rate,Value,Cost of Sales,Gross Profit
23-11-2022,Mathias Little,BRINJAL SORATH - 11 ,LXM/973/2022-23,LXM/CST/42,LXM/PDT/2,23AMKPL5123R128,1,8500,8500,1490.9,7009.1
24-11-2022,Orion Stiedemann,FORMUULAA AC ,LXM/974/2022-23,LXM/CST/4,LXM/PDT/13,24AJGPP9575E267,24,875,21000,3286.5,17713.5
24-11-2022,Orion Stiedemann,BRUMA PREMIUM CTC TEA ,LXM/975/2022-23,LXM/CST/4,LXM/PDT/28,24AJGPP9575E267,6,0,0,0,0
24-11-2022,Marietta Lebsack,FORMUULAA AC ,LXM/976/2022-23,LXM/CST/18,LXM/PDT/13,24AJXPP7677P195,12,900,10800,1643.76,9156.24
24-11-2022,Marietta Lebsack,BRUMA PREMIUM CTC TEA ,LXM/977/2022-23,LXM/CST/18,LXM/PDT/28,24AJXPP7677P195,3,0,0,0,0
24-11-2022,Maddison Moen,FORMUULAA AC ,LXM/978/2022-23,LXM/CST/30,LXM/PDT/13,24ASAPS9127P120,36,875,31500,4929.75,26570.25
24-11-2022,Maddison Moen,BRUMA PREMIUM CTC TEA ,LXM/979/2022-23,LXM/CST/30,LXM/PDT/28,24ASAPS9127P120,9,0,0,0,0
24-11-2022,Chandler Stiedemann,FORMUULAA AC ,LXM/980/2022-23,LXM/CST/9,LXM/PDT/13,24ABGPH2188P161,84,780,65520,18483.192,47036.808
24-11-2022,Chandler Stiedemann,STOP VIRRUS ,LXM/981/2022-23,LXM/CST/9,LXM/PDT/9,24ABGPH2188P161,10,680,6800,1918.28,4881.72
24-11-2022,Chandler Stiedemann,STOP VIRRUS ,LXM/982/2022-23,LXM/CST/9,LXM/PDT/9,24ABGPH2188P161,10,713,7130,2011.373,5118.627
24-11-2022,Chandler Stiedemann,STOP VIRRUS ,LXM/983/2022-23,LXM/CST/9,LXM/PDT/9,24ABGPH2188P161,5,735,3675,1036.7175,2638.2825
24-11-2022,Chandler Stiedemann,BRUMA PREMIUM CTC TEA ,LXM/984/2022-23,LXM/CST/9,LXM/PDT/28,24ABGPH2188P161,21,0,0,0,0
24-11-2022,Samir Heaney,STOP VIRRUS ,LXM/985/2022-23,LXM/CST/93,LXM/PDT/9,24ASAPS1812P127,6,914.29,5485.72,3190.494752,2295.225248
24-11-2022,Samir Heaney,FORMUULAA AC ,LXM/986/2022-23,LXM/CST/93,LXM/PDT/13,24ASAPS1812P127,1,0,0,0,0
24-11-2022,Samir Heaney,STOP VIRRUS ,LXM/987/2022-23,LXM/CST/93,LXM/PDT/9,24ASAPS1812P127,6,914.29,5485.72,3190.494752,2295.225248
24-11-2022,Samir Heaney,FORMUULAA AC ,LXM/988/2022-23,LXM/CST/93,LXM/PDT/13,24ASAPS1812P127,1,0,0,0,0
24-11-2022,Orin Jerde,HY. CORIANDER CORENDO SPLIT ,LXM/989/2022-23,LXM/CST/79,LXM/PDT/4,24BAXPP2393N162,25,190,4750,3875.05,874.95
24-11-2022,Jannie Ebert,HY. CORIANDER CORENDO SPLIT ,LXM/990/2022-23,LXM/CST/7,LXM/PDT/4,24AABFU3450A186,250,185,46250,38748.25,7501.75
24-11-2022,Abe Johnson Jr.,CHILLI - F1 NISHA ,LXM/991/2022-23,LXM/CST/126,LXM/PDT/3,24AIRPP5726M160,0.5,34000,17000,9001.5,7998.5
25-11-2022,Dayton Miller,FORMUULAA AC ,LXM/992/2022-23,LXM/CST/116,LXM/PDT/13,24ADGPP9471D178,24,875,21000,3286.5,17713.5
25-11-2022,Dayton Miller,BRUMA PREMIUM CTC TEA ,LXM/993/2022-23,LXM/CST/116,LXM/PDT/28,24ADGPP9471D178,6,0,0,0,0
25-11-2022,Elroy Harris,FORMUULAA AC ,LXM/994/2022-23,LXM/CST/24,LXM/PDT/13,24BBLPC6912E194,24,875,21000,3231.9,17768.1
25-11-2022,Elroy Harris,FORMUULAA AC ,LXM/995/2022-23,LXM/CST/24,LXM/PDT/13,24BBLPC6912E194,36,900,32400,4986.36,27413.64
25-11-2022,Elroy Harris,BRUMA PREMIUM CTC TEA ,LXM/996/2022-23,LXM/CST/24,LXM/PDT/28,24BBLPC6912E194,15,0,0,0,0
25-11-2022,Orion Stiedemann,FORMUULAA AC ,LXM/997/2022-23,LXM/CST/4,LXM/PDT/13,24AJGPP9575E267,24,875,21000,3286.5,17713.5
25-11-2022,Orion Stiedemann,BRUMA PREMIUM CTC TEA ,LXM/998/2022-23,LXM/CST/4,LXM/PDT/28,24AJGPP9575E267,6,0,0,0,0
25-11-2022,Miss Bianka Casper,FORMUULAA AC ,LXM/999/2022-23,LXM/CST/50,LXM/PDT/13,24AABFU2432A133,24,875,21000,3286.5,17713.5
25-11-2022,Miss Bianka Casper,BRUMA PREMIUM CTC TEA ,LXM/1000/2022-23,LXM/CST/50,LXM/PDT/28,24AABFU2432A133,6,0,0,0,0
25-11-2022,Rupert Mertz,FORMUULAA AC ,LXM/1001/2022-23,LXM/CST/148,LXM/PDT/13,24AZTPP6301J168,12,900,10800,1643.76,9156.24
25-11-2022,Rupert Mertz,BRUMA PREMIUM CTC TEA ,LXM/1002/2022-23,LXM/CST/148,LXM/PDT/28,24AZTPP6301J168,3,0,0,0,0
25-11-2022,Juvenal Kihn,STOP VIRRUS ,LXM/1003/2022-23,LXM/CST/15,LXM/PDT/9,23AMKPL9171R135,10,713,7130,5076.56,2053.44
25-11-2022,Juvenal Kihn,STOP VIRRUS ,LXM/1004/2022-23,LXM/CST/15,LXM/PDT/9,23AMKPL9171R135,10,680,6800,4841.6,1958.4
25-11-2022,Samir Heaney,BRINJAL SORATH - 11 ,LXM/1005/2022-23,LXM/CST/93,LXM/PDT/2,24ASAPS1812P127,0.01,15000,150,14.91,135.09
26-11-2022,Clarabelle Vandervort,FORMUULAA AC ,LXM/1006/2022-23,LXM/CST/52,LXM/PDT/13,24AASFG6457B175,24,900,21600,3287.52,18312.48
26-11-2022,Clarabelle Vandervort,BRUMA PREMIUM CTC TEA ,LXM/1007/2022-23,LXM/CST/52,LXM/PDT/28,24AASFG6457B175,6,0,0,0,0
26-11-2022,Maddison OConner,FORMUULAA AC ,LXM/1008/2022-23,LXM/CST/45,LXM/PDT/13,24AMMPP1505K155,0.25,1148,287,64.7472,222.2528
26-11-2022,Maddison OConner,NAANO BLOOM ,LXM/1009/2022-23,LXM/CST/45,LXM/PDT/32,24AMMPP1505K155,0.005,76000,380,85.728,294.272
28-11-2022,Royce Mayer,FORMUULAA AC ,LXM/1010/2022-23,LXM/CST/99,LXM/PDT/13,24ACSPP1023K157,24,900,21600,3287.52,18312.48
28-11-2022,Royce Mayer,BRUMA PREMIUM CTC TEA ,LXM/1011/2022-23,LXM/CST/99,LXM/PDT/28,24ACSPP1023K157,6,0,0,0,0
28-11-2022,Shaniya VonRueden,FORMUULAA AC ,LXM/1012/2022-23,LXM/CST/97,LXM/PDT/13,24AAMFP6221C111,36,875,31500,4929.75,26570.25
28-11-2022,Shaniya VonRueden,BRUMA PREMIUM CTC TEA ,LXM/1013/2022-23,LXM/CST/97,LXM/PDT/28,24AAMFP6221C111,9,0,0,0,0
28-11-2022,Stanley Padberg,HY. OKRA F1 SHONNALIKA ,LXM/1014/2022-23,LXM/CST/135,LXM/PDT/15,24ADGPP1120D184,5,1848,9240,2228.688,7011.312
28-11-2022,Jannie Ebert,BRINJAL SORATH - 11 ,LXM/1015/2022-23,LXM/CST/7,LXM/PDT/2,24AABFU3450A186,2,8000,16000,2982.4,13017.6
28-11-2022,Margarita Feil,HYB.BRINJAL GREEN GOLD ,LXM/1016/2022-23,LXM/CST/86,LXM/PDT/19,23ABZPM4587J127,0.25,9500,2375,650.0375,1724.9625
29-11-2022,Samir Heaney,STOP VIRRUS ,LXM/1017/2022-23,LXM/CST/93,LXM/PDT/9,24ASAPS1812P127,6,914.29,5485.71,3053.894757,2431.815243
29-11-2022,Royce Mayer,FORMUULAA AC ,LXM/1018/2022-23,LXM/CST/99,LXM/PDT/13,24ACSPP1023K157,24,900,21600,3287.52,18312.48
29-11-2022,Royce Mayer,BRUMA PREMIUM CTC TEA ,LXM/1019/2022-23,LXM/CST/99,LXM/PDT/28,24ACSPP1023K157,6,0,0,0,0
29-11-2022,Elroy Harris,FORMUULAA AC ,LXM/1020/2022-23,LXM/CST/24,LXM/PDT/13,24BBLPC6912E194,60,900,54000,8218.8,45781.2
29-11-2022,Elroy Harris,BRUMA PREMIUM CTC TEA ,LXM/1021/2022-23,LXM/CST/24,LXM/PDT/28,24BBLPC6912E194,15,0,0,0,0
29-11-2022,Alek Prosacco,FORMUULAA AC ,LXM/1022/2022-23,LXM/CST/26,LXM/PDT/13,24ACGPM4876C185,24,900,21600,3287.52,18312.48
29-11-2022,Alek Prosacco,BRUMA PREMIUM CTC TEA ,LXM/1023/2022-23,LXM/CST/26,LXM/PDT/28,24ACGPM4876C185,6,0,0,0,0
29-11-2022,Justine Boyle,FORMUULAA AC ,LXM/1024/2022-23,LXM/CST/20,LXM/PDT/13,24AAHFV2275Q186,60,875,52500,8216.25,44283.75
29-11-2022,Justine Boyle,BRUMA PREMIUM CTC TEA ,LXM/1025/2022-23,LXM/CST/20,LXM/PDT/28,24AAHFV2275Q186,15,0,0,0,0
29-11-2022,Ms. Godfrey Keebler,FORMUULAA AC ,LXM/1026/2022-23,LXM/CST/92,LXM/PDT/13,24AAMFP6558C177,24,875,21000,3286.5,17713.5
29-11-2022,Ms. Godfrey Keebler,BRUMA PREMIUM CTC TEA ,LXM/1027/2022-23,LXM/CST/92,LXM/PDT/28,24AAMFP6558C177,6,0,0,0,0
30-11-2022,Maddison OConner,FORMUULAA AC ,LXM/1028/2022-23,LXM/CST/45,LXM/PDT/13,24AMMPP1505K155,0.5,1142,571,68.4058,502.5942
30-11-2022,Jose Lakin,FORMUULAA AC ,LXM/1029/2022-23,LXM/CST/25,LXM/PDT/13,24AZTPP9920J162,60,875,52500,8216.25,44283.75
30-11-2022,Jose Lakin,BRUMA PREMIUM CTC TEA ,LXM/1030/2022-23,LXM/CST/25,LXM/PDT/28,24AZTPP9920J162,15,0,0,0,0
30-11-2022,Ms. Godfrey Keebler,FORMUULAA AC ,LXM/1031/2022-23,LXM/CST/92,LXM/PDT/13,24AAMFP6558C177,36,875,31500,4929.75,26570.25
30-11-2022,Ms. Godfrey Keebler,BRUMA PREMIUM CTC TEA ,LXM/1032/2022-23,LXM/CST/92,LXM/PDT/28,24AAMFP6558C177,9,0,0,0,0
30-11-2022,Ms. Giovani Yost,FORMUULAA AC ,LXM/1033/2022-23,LXM/CST/147,LXM/PDT/13,24AAMFP6029C196,60,900,54000,8218.8,45781.2
30-11-2022,Ms. Giovani Yost,BRUMA PREMIUM CTC TEA ,LXM/1034/2022-23,LXM/CST/147,LXM/PDT/28,24AAMFP6029C196,15,0,0,0,0
30-11-2022,Hal Nitzsche,FORMUULAA AC ,LXM/1035/2022-23,LXM/CST/107,LXM/PDT/13,24BAXPP2362N119,36,900,32400,4931.28,27468.72
30-11-2022,Hal Nitzsche,BRUMA PREMIUM CTC TEA ,LXM/1036/2022-23,LXM/CST/107,LXM/PDT/28,24BAXPP2362N119,9,0,0,0,0
30-11-2022,Maddison OConner,CHILLI - F1 NISHA ,LXM/1037/2022-23,LXM/CST/45,LXM/PDT/3,24AMMPP1505K155,0.05,35000,1750,900.2,849.8
30-11-2022,Juvenal Kihn,HY. CORIANDER CORENDO SPLIT ,LXM/1038/2022-23,LXM/CST/15,LXM/PDT/4,23AMKPL9171R135,5,190,950,775.01,174.99
30-11-2022,Abe Johnson Jr.,HY.WATER MELON BLACK SWEETTYY 110 ,LXM/1039/2022-23,LXM/CST/126,LXM/PDT/30,24AIRPP5726M160,2,22500,45000,19998,25002
01-12-2022,Juana Nienow,FORMUULAA AC ,LXM/1040/2022-23,LXM/CST/84,LXM/PDT/13,24ATJPR9292A170,36,875,31500,4929.75,26570.25
01-12-2022,Mrs. Destinee Schmeler,FORMUULAA AC ,LXM/1041/2022-23,LXM/CST/83,LXM/PDT/13,24AOIPP2646J165,24,875,21000,3286.5,17713.5
01-12-2022,Mrs. Destinee Schmeler,BRUMA PREMIUM CTC TEA ,LXM/1042/2022-23,LXM/CST/83,LXM/PDT/28,24AOIPP2646J165,6,0,0,0,0
01-12-2022,Mathias Little,BRINJAL SORATH - 11 ,LXM/1043/2022-23,LXM/CST/42,LXM/PDT/2,23AMKPL5123R128,0.5,8500,4250,745.875,3504.125
02-12-2022,Kale Wunsch,FORMUULAA AC ,LXM/1044/2022-23,LXM/CST/149,LXM/PDT/13,24AIRPP2297M155,24,900,21600,3287.52,18312.48
02-12-2022,Kale Wunsch,BRUMA PREMIUM CTC TEA ,LXM/1045/2022-23,LXM/CST/149,LXM/PDT/28,24AIRPP2297M155,6,0,0,0,0
02-12-2022,Hal Nitzsche,FORMUULAA AC ,LXM/1046/2022-23,LXM/CST/107,LXM/PDT/13,24BAXPP2362N119,24,900,21600,3287.52,18312.48
02-12-2022,Hal Nitzsche,BRUMA PREMIUM CTC TEA ,LXM/1047/2022-23,LXM/CST/107,LXM/PDT/28,24BAXPP2362N119,6,0,0,0,0
02-12-2022,Juana Nienow,FORMUULAA AC ,LXM/1048/2022-23,LXM/CST/84,LXM/PDT/13,24ATJPR9292A170,60,875,52500,8216.25,44283.75
02-12-2022,Juana Nienow,BRUMA PREMIUM CTC TEA ,LXM/1049/2022-23,LXM/CST/84,LXM/PDT/28,24ATJPR9292A170,24,0,0,0,0
02-12-2022,Meredith Hills,BRINJAL SORATH - 11 ,LXM/1050/2022-23,LXM/CST/47,LXM/PDT/2,24ABIPP9239C152,0.25,9500,2375,902.7375,1472.2625
02-12-2022,Meredith Hills,BITTER GOURD F1 AKHILESSHH ,LXM/1051/2022-23,LXM/CST/47,LXM/PDT/7,24ABIPP9239C152,0.5,7500,3750,1425.375,2324.625
02-12-2022,Mathias Little,BRINJAL SORATH - 11 ,LXM/1052/2022-23,LXM/CST/42,LXM/PDT/2,23AMKPL5123R128,0.5,8500,4250,1095.65,3154.35
02-12-2022,Mathias Little,HYB.BRINJAL GREEN GOLD ,LXM/1053/2022-23,LXM/CST/42,LXM/PDT/19,23AMKPL5123R128,0.44,7000,3080,794.024,2285.976
03-12-2022,Samir Heaney,STOP VIRRUS ,LXM/1054/2022-23,LXM/CST/93,LXM/PDT/9,24ASAPS1812P127,2,914.29,1828.57,1017.964919,810.605081
03-12-2022,Samir Heaney,STOP VIRRUS ,LXM/1055/2022-23,LXM/CST/93,LXM/PDT/9,24ASAPS1812P127,2,914.29,1828.57,1017.964919,810.605081
03-12-2022,Samir Heaney,BRINJAL SORATH - 11 ,LXM/1056/2022-23,LXM/CST/93,LXM/PDT/2,24ASAPS1812P127,0.02,15000,300,29.85,270.15
03-12-2022,Samir Heaney,BRINJAL SORATH - 11 ,LXM/1057/2022-23,LXM/CST/93,LXM/PDT/2,24ASAPS1812P127,0.02,15000,300,29.85,270.15
05-12-2022,Maddison OConner,FORMUULAA AC ,LXM/1058/2022-23,LXM/CST/45,LXM/PDT/13,24AMMPP1505K155,2.5,1143,2857.5,342.3285,2515.1715
05-12-2022,Maddison OConner,BRUMA PREMIUM CTC TEA ,LXM/1059/2022-23,LXM/CST/45,LXM/PDT/28,24AMMPP1505K155,0.5,0,0,0,0
05-12-2022,Saul Morissette,BRINJAL SORATH - 11 ,LXM/1060/2022-23,LXM/CST/66,LXM/PDT/2,24AALFB7281B114,1,8500,8500,1491.75,7008.25
05-12-2022,Juvenal Kihn,HY. OKRA F1 SHONNALIKA ,LXM/1061/2022-23,LXM/CST/15,LXM/PDT/15,23AMKPL9171R135,7,1600,11200,3119.2,8080.8
06-12-2022,Milford Dicki,FORMUULAA AC ,LXM/1062/2022-23,LXM/CST/150,LXM/PDT/13,24BBLPC2131E147,24,900,21600,3287.52,18312.48
06-12-2022,Milford Dicki,BRUMA PREMIUM CTC TEA ,LXM/1063/2022-23,LXM/CST/150,LXM/PDT/28,24BBLPC2131E147,6,0,0,0,0
06-12-2022,Maddison Moen,FORMUULAA AC ,LXM/1064/2022-23,LXM/CST/30,LXM/PDT/13,24ASAPS9127P120,72,875,63000,9859.5,53140.5
06-12-2022,Maddison Moen,BRUMA PREMIUM CTC TEA ,LXM/1065/2022-23,LXM/CST/30,LXM/PDT/28,24ASAPS9127P120,18,0,0,0,0
06-12-2022,Chandler Stiedemann,FORMUULAA AC ,LXM/1066/2022-23,LXM/CST/9,LXM/PDT/13,24ABGPH2188P161,24,780,18720,3287.232,15432.768
06-12-2022,Chandler Stiedemann,BRUMA PREMIUM CTC TEA ,LXM/1067/2022-23,LXM/CST/9,LXM/PDT/28,24ABGPH2188P161,6,0,0,0,0
06-12-2022,Jeramie Predovic,PRATIKKAAR ,LXM/1068/2022-23,LXM/CST/54,LXM/PDT/29,24AAMFP6410C126,5,3450,17250,5987.475,11262.525
06-12-2022,Elroy Harris,PRATIKKAAR ,LXM/1069/2022-23,LXM/CST/24,LXM/PDT/29,24BBLPC6912E194,1,3450,3450,1197.495,2252.505
06-12-2022,Juvenal Kihn,HY. OKRA F1 SHONNALIKA ,LXM/1070/2022-23,LXM/CST/15,LXM/PDT/15,23AMKPL9171R135,13,1600,20800,6217.12,14582.88
07-12-2022,Miss Noemy Kutch,FORMUULAA AC ,LXM/1071/2022-23,LXM/CST/10,LXM/PDT/13,23AHWPB4866F151,60,875,52500,8216.25,44283.75
07-12-2022,Miss Noemy Kutch,BRUMA PREMIUM CTC TEA ,LXM/1072/2022-23,LXM/CST/10,LXM/PDT/28,23AHWPB4866F151,15,0,0,0,0
07-12-2022,Citlalli Heaney,FORMUULAA AC ,LXM/1073/2022-23,LXM/CST/5,LXM/PDT/13,24AQNPK1266H180,12,900,10800,1643.76,9156.24
07-12-2022,Citlalli Heaney,BRUMA PREMIUM CTC TEA ,LXM/1074/2022-23,LXM/CST/5,LXM/PDT/28,24AQNPK1266H180,3,0,0,0,0
07-12-2022,Graham Klein,PRATIKKAAR ,LXM/1075/2022-23,LXM/CST/128,LXM/PDT/29,24AAHFV2702Q178,5,3450,17250,5987.475,11262.525
08-12-2022,Orion Stiedemann,FORMUULAA AC ,LXM/1076/2022-23,LXM/CST/4,LXM/PDT/13,24AJGPP9575E267,24,875,21000,3286.5,17713.5
08-12-2022,Orion Stiedemann,BRUMA PREMIUM CTC TEA ,LXM/1077/2022-23,LXM/CST/4,LXM/PDT/28,24AJGPP9575E267,6,0,0,0,0
08-12-2022,Joannie Renner,HY. CORIANDER CORENDO SPLIT ,LXM/1078/2022-23,LXM/CST/21,LXM/PDT/4,24ANXPP8994Q249,25,190,4750,3875.05,874.95
09-12-2022,Miss Noemy Kutch,FORMUULAA AC ,LXM/1079/2022-23,LXM/CST/10,LXM/PDT/13,23AHWPB4866F151,24,875,21000,3286.5,17713.5
09-12-2022,Miss Noemy Kutch,BRUMA PREMIUM CTC TEA ,LXM/1080/2022-23,LXM/CST/10,LXM/PDT/28,23AHWPB4866F151,6,0,0,0,0
09-12-2022,Josianne Fisher PhD,BRINJAL SORATH - 11 ,LXM/1081/2022-23,LXM/CST/61,LXM/PDT/2,24ADGPP8913D156,1.5,9500,14250,2653.35,11596.65
09-12-2022,Josianne Fisher PhD,HYB.BRINJAL GREEN GOLD ,LXM/1082/2022-23,LXM/CST/61,LXM/PDT/19,24ADGPP8913D156,0.5,9500,4750,884.45,3865.55
10-12-2022,Hillary Cormier Sr.,FORMUULAA AC ,LXM/1083/2022-23,LXM/CST/103,LXM/PDT/13,24AWXPP1935K164,60,875,52500,8216.25,44283.75
10-12-2022,Hillary Cormier Sr.,BRUMA PREMIUM CTC TEA ,LXM/1084/2022-23,LXM/CST/103,LXM/PDT/28,24AWXPP1935K164,15,0,0,0,0
10-12-2022,Dwight Cummings,FORMUULAA AC ,LXM/1085/2022-23,LXM/CST/78,LXM/PDT/13,24AQNPK5754H113,36,875,31500,4828.95,26671.05
10-12-2022,Dwight Cummings,FORMUULAA AC ,LXM/1086/2022-23,LXM/CST/78,LXM/PDT/13,24AQNPK5754H113,96,900,86400,13245.12,73154.88
10-12-2022,Dwight Cummings,BRUMA PREMIUM CTC TEA ,LXM/1087/2022-23,LXM/CST/78,LXM/PDT/28,24AQNPK5754H113,33,0,0,0,0
10-12-2022,Ms. Godfrey Keebler,FORMUULAA AC ,LXM/1088/2022-23,LXM/CST/92,LXM/PDT/13,24AAMFP6558C177,120,875,105000,16432.5,88567.5
10-12-2022,Ms. Godfrey Keebler,BRUMA PREMIUM CTC TEA ,LXM/1089/2022-23,LXM/CST/92,LXM/PDT/28,24AAMFP6558C177,30,0,0,0,0
10-12-2022,Judah Russel,CHILLI - F1 NISHA ,LXM/1090/2022-23,LXM/CST/36,LXM/PDT/3,24BAXPP8897N187,0.25,34000,8500,4500.75,3999.25
12-12-2022,Miss Noemy Kutch,FORMUULAA AC ,LXM/1091/2022-23,LXM/CST/10,LXM/PDT/13,23AHWPB4866F151,60,875,52500,8216.25,44283.75
12-12-2022,Miss Noemy Kutch,BRUMA PREMIUM CTC TEA ,LXM/1092/2022-23,LXM/CST/10,LXM/PDT/28,23AHWPB4866F151,6,0,0,0,0
12-12-2022,Mr. Piper Adams,FORMUULAA AC ,LXM/1093/2022-23,LXM/CST/131,LXM/PDT/13,24AYOPR3473C189,24,900,21600,3287.52,18312.48
12-12-2022,Mr. Piper Adams,BRUMA PREMIUM CTC TEA ,LXM/1094/2022-23,LXM/CST/131,LXM/PDT/28,24AYOPR3473C189,6,0,0,0,0
12-12-2022,Meagan Dach,FORMUULAA AC ,LXM/1095/2022-23,LXM/CST/57,LXM/PDT/13,24ASAPS4721P148,10,900,9000,1369.8,7630.2
12-12-2022,Kaylie McGlynn,FORMUULAA AC ,LXM/1096/2022-23,LXM/CST/151,LXM/PDT/13,24ABNPP9822E148,12,900,10800,1643.76,9156.24
12-12-2022,Kaylie McGlynn,BRUMA PREMIUM CTC TEA ,LXM/1097/2022-23,LXM/CST/151,LXM/PDT/28,24ABNPP9822E148,3,0,0,0,0
12-12-2022,Miss Enos OKon,FORMUULAA AC ,LXM/1098/2022-23,LXM/CST/14,LXM/PDT/13,23AHQPP7479D141,12,900,10800,1643.76,9156.24
12-12-2022,Miss Enos OKon,BRUMA PREMIUM CTC TEA ,LXM/1099/2022-23,LXM/CST/14,LXM/PDT/28,23AHQPP7479D141,3,0,0,0,0
12-12-2022,Elda Bernier,FORMUULAA AC ,LXM/1100/2022-23,LXM/CST/33,LXM/PDT/13,24ACGPM7802C178,0.5,900,450,61.335,388.665
12-12-2022,Stella Becker,CHILLI - F1 NISHA ,LXM/1101/2022-23,LXM/CST/17,LXM/PDT/3,23AMKPL9775R136,0.5,34500,17250,9271.875,7978.125
12-12-2022,Citlalli Heaney,WATER MELON SSWEETY 177 ,LXM/1102/2022-23,LXM/CST/5,LXM/PDT/16,24AQNPK1266H180,1,5100,5100,1169.94,3930.06
12-12-2022,Citlalli Heaney,WATER MELON SSWEETY 177 ,LXM/1103/2022-23,LXM/CST/5,LXM/PDT/16,24AQNPK1266H180,1,5200,5200,1192.88,4007.12
12-12-2022,Erik Frami,HYB.CABBAGE CAB-9 ,LXM/1104/2022-23,LXM/CST/19,LXM/PDT/26,24AAHFV4108Q153,0.05,15000,750,525,225
12-12-2022,Meagan Dach,CHILLI - F1 NISHA ,LXM/1105/2022-23,LXM/CST/57,LXM/PDT/3,24ASAPS4721P148,0.25,34000,8500,5672.9,2827.1
12-12-2022,Meagan Dach,CHILLI- F1- GGIRNNAR ,LXM/1106/2022-23,LXM/CST/57,LXM/PDT/1,24ASAPS4721P148,0.25,34000,8500,5672.9,2827.1
12-12-2022,Theresia Bergnaum,HYB.WATER MELON SHRI-67 ,LXM/1107/2022-23,LXM/CST/152,LXM/PDT/37,24ABNPP9071E121,1,23000,23000,8999.9,14000.1
13-12-2022,Maddison OConner,FORMUULAA AC ,LXM/1108/2022-23,LXM/CST/45,LXM/PDT/13,24AMMPP1505K155,1.75,1143,2000.25,239.62995,1760.62005
13-12-2022,Maddison OConner,BRUMA PREMIUM CTC TEA ,LXM/1109/2022-23,LXM/CST/45,LXM/PDT/28,24AMMPP1505K155,0.5,0,0,0,0
13-12-2022,Ransom King MD,FORMUULAA AC ,LXM/1110/2022-23,LXM/CST/121,LXM/PDT/13,23ABSPP1847C161,24,875,21000,3286.5,17713.5
13-12-2022,Ransom King MD,BRUMA PREMIUM CTC TEA ,LXM/1111/2022-23,LXM/CST/121,LXM/PDT/28,23ABSPP1847C161,6,0,0,0,0
13-12-2022,Clarabelle Vandervort,FORMUULAA AC ,LXM/1112/2022-23,LXM/CST/52,LXM/PDT/13,24AASFG6457B175,12,900,10800,1643.76,9156.24
13-12-2022,Clarabelle Vandervort,BRUMA PREMIUM CTC TEA ,LXM/1113/2022-23,LXM/CST/52,LXM/PDT/28,24AASFG6457B175,3,0,0,0,0
13-12-2022,Justine Boyle,FORMUULAA AC ,LXM/1114/2022-23,LXM/CST/20,LXM/PDT/13,24AAHFV2275Q186,60,875,52500,8216.25,44283.75
13-12-2022,Justine Boyle,BRUMA PREMIUM CTC TEA ,LXM/1115/2022-23,LXM/CST/20,LXM/PDT/28,24AAHFV2275Q186,15,0,0,0,0
13-12-2022,Kenyatta Flatley,HY.WATER MELON BLACK SWEETTYY 110 ,LXM/1116/2022-23,LXM/CST/64,LXM/PDT/30,24ASAPS8220P130,0.8,25000,20000,11428,8572
13-12-2022,Kenyatta Flatley,HY.WATER MELON BLACK SWEETTYY 110 ,LXM/1117/2022-23,LXM/CST/64,LXM/PDT/30,24ASAPS8220P130,0.4,25000,10000,5714,4286
13-12-2022,Brennan Goldner,HY. CORIANDER CORENDO SPLIT ,LXM/1118/2022-23,LXM/CST/12,LXM/PDT/4,24AZTPP9152J166,50,210,10500,7750.05,2749.95
13-12-2022,Meagan Dach,HYB.BRINJAL GREEN GOLD ,LXM/1119/2022-23,LXM/CST/57,LXM/PDT/19,24ASAPS4721P148,0.2,6500,1300,520,780
14-12-2022,Mrs. Elmira Harªann,FORMUULAA AC ,LXM/1120/2022-23,LXM/CST/153,LXM/PDT/13,24BAXPP9497N124,12,952.39,11428.68,1643.444184,9785.235816
14-12-2022,Mrs. Elmira Harªann,BRUMA PREMIUM CTC TEA ,LXM/1121/2022-23,LXM/CST/153,LXM/PDT/28,24BAXPP9497N124,3,0,0,0,0
14-12-2022,Elroy Harris,FORMUULAA AC ,LXM/1122/2022-23,LXM/CST/24,LXM/PDT/13,24BBLPC6912E194,36,900,32400,4931.28,27468.72
14-12-2022,Elroy Harris,BRUMA PREMIUM CTC TEA ,LXM/1123/2022-23,LXM/CST/24,LXM/PDT/28,24BBLPC6912E194,9,0,0,0,0
14-12-2022,Shawna Marquardt,FORMUULAA AC ,LXM/1124/2022-23,LXM/CST/87,LXM/PDT/13,24AWXPP2024K186,24,900,21600,3287.52,18312.48
14-12-2022,Shawna Marquardt,BRUMA PREMIUM CTC TEA ,LXM/1125/2022-23,LXM/CST/87,LXM/PDT/28,24AWXPP2024K186,6,0,0,0,0
14-12-2022,Kenyatta Flatley,HY.WATER MELON BLACK SWEETTYY 110 ,LXM/1126/2022-23,LXM/CST/64,LXM/PDT/30,24ASAPS8220P130,0.8,25000,20000,11428,8572
15-12-2022,Shanelle Crooks,FORMUULAA AC ,LXM/1127/2022-23,LXM/CST/142,LXM/PDT/13,24BWJPK3199G128,12,800,9600,1643.52,7956.48
15-12-2022,Orin Jerde,FORMUULAA AC ,LXM/1128/2022-23,LXM/CST/79,LXM/PDT/13,24BAXPP2393N162,48,900,43200,6575.04,36624.96
